,Date,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,HalfHourPeriod,ForecastWindProduction,NationalLoadForecast,PriceForecast$,Temperature C,Windspeed km/h,CO2Intensity g/kWh,WindProduction MWh,NationalSystemLoad MWh,Price $
34879,2013-10-27 16:30:00,0,6,43,27,10,2013,33,1335.9,3967.59,34.64,11.0,24.1,326.94,1176.0,3532.71,28.63
34880,2013-10-27 17:00:00,0,6,43,27,10,2013,34,1227.12,4180.52,34.64,11.0,25.9,324.71,1158.0,3838.51,41.34
34881,2013-10-27 17:30:00,0,6,43,27,10,2013,35,1096.99,4430.1,46.98,11.0,22.2,351.8,1000.0,4160.05,78.93
34882,2013-10-27 18:00:00,0,6,43,27,10,2013,36,955.95,4512.7,46.98,10.0,13.0,347.86,935.0,4184.17,84.88
34883,2013-10-27 18:30:00,0,6,43,27,10,2013,37,839.75,4554.55,181.21,10.0,11.1,357.29,844.0,4115.57,77.58
34884,2013-10-27 19:00:00,0,6,43,27,10,2013,38,729.55,4467.22,181.21,10.0,13.0,374.87,750.0,3992.99,82.12
34885,2013-10-27 19:30:00,0,6,43,27,10,2013,39,626.29,4302.24,181.21,10.0,14.8,376.09,743.0,3898.47,94.04
34886,2013-10-27 20:00:00,0,6,43,27,10,2013,40,532.15,4186.41,181.21,10.0,11.1,384.96,643.0,3777.68,93.9
34887,2013-10-27 20:30:00,0,6,43,27,10,2013,41,448.98,4023.54,181.21,9.0,9.3,386.29,579.0,3643.88,86.75
34888,2013-10-27 21:00:00,0,6,43,27,10,2013,42,380.06,3896.29,58.69,9.0,13.0,416.77,547.0,3569.52,94.04
34889,2013-10-27 21:30:00,0,6,43,27,10,2013,43,348.62,3752.48,46.98,9.0,7.4,414.23,493.0,3414.37,84.83
34890,2013-10-27 22:00:00,0,6,43,27,10,2013,44,338.48,3565.12,46.98,9.0,9.3,422.18,405.0,3321.34,75.56
34891,2013-10-27 22:30:00,0,6,43,27,10,2013,45,348.18,3438.55,58.69,9.0,7.4,431.03,417.0,3181.76,63.96
34894,2013-10-28 00:00:00,1,0,44,28,10,2013,0,335.27,3306.2,46.98,9.0,14.8,388.41,475.0,2887.44,60.96
34895,2013-10-28 00:30:00,1,0,44,28,10,2013,1,353.72,3158.39,46.8,9.0,16.7,410.83,435.0,2775.46,60.96
34896,2013-10-28 01:00:00,1,0,44,28,10,2013,2,375.81,3044.26,46.8,9.0,14.8,416.3,418.0,2671.71,60.95
34897,2013-10-28 01:30:00,1,0,44,28,10,2013,3,401.2,2947.2,46.8,8.0,18.5,432.99,465.0,2593.75,60.96
34898,2013-10-28 02:00:00,1,0,44,28,10,2013,4,429.67,2900.43,34.64,8.0,16.7,452.93,455.0,2524.57,60.96
34899,2013-10-28 02:30:00,1,0,44,28,10,2013,5,460.23,2809.95,32.89,8.0,16.7,453.8,499.0,2452.13,60.95
34900,2013-10-28 03:00:00,1,0,44,28,10,2013,6,493.43,2761.72,32.89,8.0,18.5,458.5,508.0,2455.67,60.95
34901,2013-10-28 03:30:00,1,0,44,28,10,2013,7,539.56,2738.25,31.92,8.0,20.4,441.14,605.0,2384.66,58.26
34902,2013-10-28 04:00:00,1,0,44,28,10,2013,8,588.18,2734.86,31.92,8.0,16.7,441.75,674.0,2387.24,58.26
34903,2013-10-28 04:30:00,1,0,44,28,10,2013,9,639.21,2736.35,31.63,8.0,18.5,447.24,802.0,2352.79,57.89
34904,2013-10-28 05:00:00,1,0,44,28,10,2013,10,689.9,2728.16,31.63,7.0,14.8,434.76,671.0,2356.91,57.89
34905,2013-10-28 05:30:00,1,0,44,28,10,2013,11,740.85,2782.15,31.63,8.0,33.3,465.25,606.0,2535.73,58.26
34906,2013-10-28 06:00:00,1,0,44,28,10,2013,12,791.9,2819.87,36.13,8.0,22.2,504.26,794.0,2488.33,31.64
34907,2013-10-28 06:30:00,1,0,44,28,10,2013,13,834.69,2970.98,36.13,8.0,24.1,513.53,825.0,2602.09,31.63
34908,2013-10-28 07:00:00,1,0,44,28,10,2013,14,877.79,3202.34,39.37,8.0,27.8,516.64,834.0,2772.84,30.8
34909,2013-10-28 07:30:00,1,0,44,28,10,2013,15,921.01,3291.27,36.13,7.0,22.2,536.07,816.0,2885.4,33.05
34910,2013-10-28 08:00:00,1,0,44,28,10,2013,16,964.99,3420.89,36.13,8.0,20.4,482.29,841.0,3114.1,31.92
34911,2013-10-28 08:30:00,1,0,44,28,10,2013,17,1008.88,3503.07,36.13,8.0,22.2,438.19,814.0,3290.95,34.64
34912,2013-10-28 09:00:00,1,0,44,28,10,2013,18,1051.34,3677.28,49.01,8.0,16.7,401.87,910.0,3478.43,47.21
34913,2013-10-28 09:30:00,1,0,44,28,10,2013,19,1082.78,3817.84,49.78,9.0,20.4,395.46,760.0,3596.8,47.21
34914,2013-10-28 10:00:00,1,0,44,28,10,2013,20,1114.25,3891.56,50.18,9.0,25.9,400.66,705.0,3712.47,47.21
34915,2013-10-28 10:30:00,1,0,44,28,10,2013,21,1145.18,4000.98,49.89,9.0,24.1,413.73,719.0,3748.76,47.21
34916,2013-10-28 11:00:00,1,0,44,28,10,2013,22,1174.02,4079.46,49.24,10.0,25.9,411.95,775.0,3804.67,47.21
34917,2013-10-28 11:30:00,1,0,44,28,10,2013,23,1201.62,4121.84,49.07,11.0,24.1,400.91,950.0,3793.26,47.21
34918,2013-10-28 12:00:00,1,0,44,28,10,2013,24,1225.7,4158.03,49.89,10.0,29.6,388.68,953.0,3863.36,47.21
34919,2013-10-28 12:30:00,1,0,44,28,10,2013,25,1229.05,4174.13,49.89,10.0,27.8,389.64,919.0,3864.66,47.21
34920,2013-10-28 13:00:00,1,0,44,28,10,2013,26,1229.68,4131.78,49.89,10.0,27.8,374.1,1042.0,3799.81,47.21
34921,2013-10-28 13:30:00,1,0,44,28,10,2013,27,1228.91,4072.08,49.89,11.0,27.8,403.18,973.0,3717.09,47.21
34922,2013-10-28 14:00:00,1,0,44,28,10,2013,28,1224.12,4024.3,49.82,10.0,22.2,392.73,1059.0,3717.86,41.94
34923,2013-10-28 14:30:00,1,0,44,28,10,2013,29,1217.74,3997.28,49.62,10.0,24.1,405.72,998.0,3704.14,43.03
34924,2013-10-28 15:00:00,1,0,44,28,10,2013,30,1208.78,4013.35,49.8,10.0,33.3,392.38,1059.0,3685.9,34.64
34925,2013-10-28 15:30:00,1,0,44,28,10,2013,31,1211.33,4042.13,50.2,8.0,27.8,388.85,1035.0,3757.6,47.21
34926,2013-10-28 16:00:00,1,0,44,28,10,2013,32,1209.73,4094.4,49.89,8.0,24.1,373.04,1029.0,3842.47,47.21
34927,2013-10-28 16:30:00,1,0,44,28,10,2013,33,1205.31,4272.0,82.15,9.0,20.4,360.06,1091.0,4094.12,53.7
34928,2013-10-28 17:00:00,1,0,44,28,10,2013,34,1196.93,4482.99,111.13,8.0,25.9,370.51,1105.0,4443.07,53.88
34929,2013-10-28 17:30:00,1,0,44,28,10,2013,35,1185.46,4737.71,112.31,8.0,20.4,368.68,1070.0,4726.99,59.79
34932,2013-10-28 19:00:00,1,0,44,28,10,2013,38,1178.55,4731.06,112.31,8.0,20.4,361.18,1012.0,4393.84,55.25
34933,2013-10-28 19:30:00,1,0,44,28,10,2013,39,1178.72,4552.68,111.61,7.0,20.4,358.92,985.0,4224.16,45.36
34934,2013-10-28 20:00:00,1,0,44,28,10,2013,40,1176.45,4396.6,99.84,7.0,22.2,345.62,956.0,4114.47,45.36
34935,2013-10-28 20:30:00,1,0,44,28,10,2013,41,1172.98,4249.34,68.39,7.0,25.9,346.72,953.0,3929.23,41.13
34936,2013-10-28 21:00:00,1,0,44,28,10,2013,42,1168.06,4130.87,68.39,7.0,20.4,354.51,949.0,3845.46,41.13
34937,2013-10-28 21:30:00,1,0,44,28,10,2013,43,1162.11,3987.77,65.67,7.0,22.2,364.34,929.0,3638.95,38.41
34938,2013-10-28 22:00:00,1,0,44,28,10,2013,44,1154.29,3803.46,65.38,7.0,27.8,378.81,898.0,3448.55,38.13
34939,2013-10-28 22:30:00,1,0,44,28,10,2013,45,1145.02,3607.8,65.38,7.0,24.1,392.09,881.0,3281.61,36.71
34940,2013-10-28 23:00:00,1,0,44,28,10,2013,46,1134.2,3462.06,65.38,7.0,20.4,412.65,900.0,3147.97,39.54
34941,2013-10-28 23:30:00,1,0,44,28,10,2013,47,1122.02,3399.52,65.38,6.0,24.1,429.9,988.0,2970.25,38.12
34942,2013-10-29 00:00:00,0,1,44,29,10,2013,0,886.05,3275.73,65.38,7.0,24.1,454.38,900.0,2826.55,36.19
34943,2013-10-29 00:30:00,0,1,44,29,10,2013,1,892.83,3118.5,65.38,6.0,22.2,470.67,901.0,2666.53,27.62
34944,2013-10-29 01:00:00,0,1,44,29,10,2013,2,899.83,2988.73,63.45,7.0,20.4,461.18,906.0,2573.9,27.62
34945,2013-10-29 01:30:00,0,1,44,29,10,2013,3,906.64,2866.38,63.45,6.0,16.7,490.18,839.0,2497.65,26.45
34946,2013-10-29 02:00:00,0,1,44,29,10,2013,4,913.0,2808.18,53.75,7.0,20.4,466.46,801.0,2430.71,25.49
34947,2013-10-29 02:30:00,0,1,44,29,10,2013,5,919.2,2730.29,53.75,7.0,18.5,479.68,737.0,2388.73,25.49
34948,2013-10-29 03:00:00,0,1,44,29,10,2013,6,925.6,2700.67,53.7,7.0,20.4,477.24,773.0,2377.08,25.49
34949,2013-10-29 03:30:00,0,1,44,29,10,2013,7,900.07,2673.61,53.7,7.0,20.4,461.15,785.0,2374.57,24.5
34950,2013-10-29 04:00:00,0,1,44,29,10,2013,8,874.94,2672.83,53.7,7.0,24.1,454.4,806.0,2391.03,24.52
34951,2013-10-29 04:30:00,0,1,44,29,10,2013,9,849.72,2702.02,53.7,7.0,20.4,460.98,808.0,2420.54,25.49
34952,2013-10-29 05:00:00,0,1,44,29,10,2013,10,824.1,2727.65,53.75,7.0,22.2,477.59,721.0,2470.89,27.62
34953,2013-10-29 05:30:00,0,1,44,29,10,2013,11,799.0,2794.3,53.75,7.0,16.7,491.11,704.0,2602.7,36.19
34955,2013-10-29 06:30:00,0,1,44,29,10,2013,13,787.84,3222.71,42.53,7.0,18.5,545.31,758.0,3028.56,45.39
34956,2013-10-29 07:00:00,0,1,44,29,10,2013,14,799.29,3597.59,38.53,6.0,16.7,477.61,803.0,3323.51,45.39
34957,2013-10-29 07:30:00,0,1,44,29,10,2013,15,810.33,3896.18,46.1,6.0,18.5,446.05,764.0,3568.02,47.23
34958,2013-10-29 08:00:00,0,1,44,29,10,2013,16,820.88,4111.39,34.64,7.0,22.2,435.74,715.0,3897.65,49.42
34959,2013-10-29 08:30:00,0,1,44,29,10,2013,17,830.55,4268.09,38.87,7.0,16.7,395.64,800.0,4131.55,49.42
34960,2013-10-29 09:00:00,0,1,44,29,10,2013,18,837.35,4485.04,44.76,8.0,18.5,379.98,757.0,4310.54,49.42
34961,2013-10-29 09:30:00,0,1,44,29,10,2013,19,845.82,4603.96,47.82,8.0,20.4,395.68,715.0,4378.99,52.37
34962,2013-10-29 10:00:00,0,1,44,29,10,2013,20,853.69,4668.69,47.82,9.0,22.2,403.82,742.0,4406.29,54.03
34963,2013-10-29 10:30:00,0,1,44,29,10,2013,21,860.97,4717.72,48.23,9.0,24.1,399.2,700.0,4437.1,54.03
34964,2013-10-29 11:00:00,0,1,44,29,10,2013,22,868.71,4718.39,48.23,9.0,25.9,396.71,747.0,4438.1,54.03
34965,2013-10-29 11:30:00,0,1,44,29,10,2013,23,878.13,4710.17,48.23,10.0,22.2,393.65,814.0,4452.62,52.37
34966,2013-10-29 12:00:00,0,1,44,29,10,2013,24,889.54,4742.52,48.23,10.0,25.9,390.74,815.0,4495.62,54.32
34967,2013-10-29 12:30:00,0,1,44,29,10,2013,25,841.56,4784.38,48.23,11.0,27.8,395.13,839.0,4482.84,54.03
34968,2013-10-29 13:00:00,0,1,44,29,10,2013,26,795.13,4724.92,48.23,11.0,27.8,407.91,730.0,4440.46,54.03
34969,2013-10-29 13:30:00,0,1,44,29,10,2013,27,749.5,4635.67,48.23,11.0,27.8,389.65,811.0,4383.45,52.37
34970,2013-10-29 14:00:00,0,1,44,29,10,2013,28,705.43,4633.04,48.23,11.0,27.8,396.57,681.0,4384.33,54.03
34971,2013-10-29 14:30:00,0,1,44,29,10,2013,29,662.54,4615.1,48.23,10.0,18.5,414.85,653.0,4398.06,55.29
34972,2013-10-29 15:00:00,0,1,44,29,10,2013,30,620.51,4621.36,48.23,10.0,22.2,437.39,564.0,4423.74,59.15
34973,2013-10-29 15:30:00,0,1,44,29,10,2013,31,583.5,4674.12,48.23,10.0,16.7,449.15,533.0,4480.7,59.15
34974,2013-10-29 16:00:00,0,1,44,29,10,2013,32,537.81,4777.87,48.23,10.0,18.5,450.03,454.0,4599.68,90.22
34983,2013-10-29 20:30:00,0,1,44,29,10,2013,41,341.16,4727.59,128.95,6.0,7.4,456.23,260.0,4655.54,74.56
34984,2013-10-29 21:00:00,0,1,44,29,10,2013,42,349.47,4604.8,47.82,7.0,13.0,461.53,250.0,4480.86,74.56
34985,2013-10-29 21:30:00,0,1,44,29,10,2013,43,372.39,4399.6,47.82,6.0,11.1,464.29,252.0,4285.19,69.66
34986,2013-10-29 22:00:00,0,1,44,29,10,2013,44,396.34,4169.15,48.23,6.0,9.3,475.47,249.0,4070.54,63.21
34987,2013-10-29 22:30:00,0,1,44,29,10,2013,45,421.24,3930.03,48.23,5.0,7.4,459.32,250.0,3823.88,60.21
34988,2013-10-29 23:00:00,0,1,44,29,10,2013,46,446.9,3746.08,44.76,5.0,11.1,443.39,265.0,3698.02,56.21
34989,2013-10-29 23:30:00,0,1,44,29,10,2013,47,473.34,3682.37,44.59,5.0,7.4,420.81,287.0,3502.59,54.0
34990,2013-10-30 00:00:00,0,2,44,30,10,2013,0,314.74,3479.14,40.0,6.0,7.4,467.17,291.0,3279.45,46.35
34991,2013-10-30 00:30:00,0,2,44,30,10,2013,1,341.03,3290.75,40.0,6.0,9.3,475.61,335.0,3083.75,34.64
34992,2013-10-30 01:00:00,0,2,44,30,10,2013,2,368.11,3130.14,33.76,7.0,7.4,494.37,381.0,2951.07,34.64
34993,2013-10-30 01:30:00,0,2,44,30,10,2013,3,396.41,3009.56,33.76,8.0,9.3,476.76,473.0,2827.41,34.64
34994,2013-10-30 02:00:00,0,2,44,30,10,2013,4,426.03,2940.45,31.92,8.0,9.3,457.17,543.0,2752.66,34.64
34995,2013-10-30 02:30:00,0,2,44,30,10,2013,5,456.97,2843.07,31.92,8.0,5.6,445.32,650.0,2670.97,34.64
34996,2013-10-30 03:00:00,0,2,44,30,10,2013,6,488.95,2773.35,31.63,9.0,9.3,465.21,664.0,2644.01,34.64
34997,2013-10-30 03:30:00,0,2,44,30,10,2013,7,551.16,2761.32,29.7,8.0,3.7,502.58,672.0,2644.07,34.64
34998,2013-10-30 04:00:00,0,2,44,30,10,2013,8,616.81,2774.02,29.7,9.0,7.4,478.96,706.0,2624.03,31.92
34999,2013-10-30 04:30:00,0,2,44,30,10,2013,9,684.19,2778.16,29.7,10.0,18.5,470.02,737.0,2602.46,31.92
35000,2013-10-30 05:00:00,0,2,44,30,10,2013,10,752.92,2812.89,29.7,10.0,22.2,451.8,878.0,2631.52,30.29
35001,2013-10-30 05:30:00,0,2,44,30,10,2013,11,821.88,2845.04,23.36,11.0,24.1,418.26,889.0,2687.01,33.55
35002,2013-10-30 06:00:00,0,2,44,30,10,2013,12,890.41,3052.43,34.37,11.0,25.9,454.22,948.0,2886.11,47.06
35003,2013-10-30 06:30:00,0,2,44,30,10,2013,13,1010.77,3298.45,34.37,11.0,22.2,444.71,1028.0,3130.31,67.23
35004,2013-10-30 07:00:00,0,2,44,30,10,2013,14,1119.25,3732.49,34.59,11.0,20.4,439.37,1105.0,3428.41,67.23
35005,2013-10-30 07:30:00,0,2,44,30,10,2013,15,1213.68,4005.84,34.6,11.0,31.5,404.27,1206.0,3631.81,67.23
35006,2013-10-30 08:00:00,0,2,44,30,10,2013,16,1292.8,4200.64,34.6,11.0,29.6,382.74,1233.0,3855.89,47.06
35007,2013-10-30 08:30:00,0,2,44,30,10,2013,17,1355.66,4322.44,46.85,11.0,27.8,343.3,1262.0,4014.45,47.06
35008,2013-10-30 09:00:00,0,2,44,30,10,2013,18,1402.05,4548.49,46.85,12.0,27.8,337.66,1295.0,4199.25,47.06
35009,2013-10-30 09:30:00,0,2,44,30,10,2013,19,1425.9,4680.2,47.03,12.0,33.3,311.66,1343.0,4292.1,47.06
35010,2013-10-30 10:00:00,0,2,44,30,10,2013,20,1436.9,4675.21,49.1,12.0,35.2,309.48,1241.0,4339.95,47.06
35011,2013-10-30 10:30:00,0,2,44,30,10,2013,21,1436.12,4712.04,49.1,12.0,40.7,315.12,1238.0,4361.99,47.06
35012,2013-10-30 11:00:00,0,2,44,30,10,2013,22,1428.7,4678.41,52.86,12.0,38.9,312.35,1237.0,4413.08,47.06
35013,2013-10-30 11:30:00,0,2,44,30,10,2013,23,1414.43,4721.99,53.83,13.0,38.9,312.31,1192.0,4432.54,47.06
35014,2013-10-30 12:00:00,0,2,44,30,10,2013,24,1395.01,4773.47,56.91,13.0,42.6,319.58,1145.0,4520.9,67.23
35015,2013-10-30 12:30:00,0,2,44,30,10,2013,25,1343.83,4752.11,57.27,14.0,29.6,322.38,1058.0,4551.08,67.23
35016,2013-10-30 13:00:00,0,2,44,30,10,2013,26,1272.8,4703.11,57.76,13.0,29.6,337.51,994.0,4482.92,47.06
35017,2013-10-30 13:30:00,0,2,44,30,10,2013,27,1180.96,4583.35,55.29,12.0,25.9,343.07,1011.0,4409.87,47.06
35018,2013-10-30 14:00:00,0,2,44,30,10,2013,28,1073.16,4530.96,54.65,13.0,31.5,356.44,958.0,4481.67,47.07
35019,2013-10-30 14:30:00,0,2,44,30,10,2013,29,957.46,4559.01,55.96,13.0,24.1,361.65,893.0,4438.36,47.07
35020,2013-10-30 15:00:00,0,2,44,30,10,2013,30,841.46,4561.21,56.98,13.0,20.4,378.46,853.0,4463.47,47.25
35021,2013-10-30 15:30:00,0,2,44,30,10,2013,31,791.72,4593.47,58.58,12.0,16.7,381.83,799.0,4434.55,67.23
35022,2013-10-30 16:00:00,0,2,44,30,10,2013,32,727.68,4745.78,56.92,12.0,14.8,405.96,701.0,4533.46,47.07
35023,2013-10-30 16:30:00,0,2,44,30,10,2013,33,650.23,4944.11,60.9,12.0,13.0,412.1,661.0,4763.96,48.89
35024,2013-10-30 17:00:00,0,2,44,30,10,2013,34,567.04,5183.58,60.9,10.0,11.1,418.17,566.0,5142.48,67.23
35029,2013-10-30 19:30:00,0,2,44,30,10,2013,39,366.94,5115.03,60.9,8.0,11.1,421.73,409.0,4982.16,67.23
35030,2013-10-30 20:00:00,0,2,44,30,10,2013,40,355.77,4947.05,60.9,9.0,11.1,436.65,409.0,4779.67,67.23
35031,2013-10-30 20:30:00,0,2,44,30,10,2013,41,345.29,4787.54,60.9,8.0,11.1,433.59,429.0,4621.22,67.23
35032,2013-10-30 21:00:00,0,2,44,30,10,2013,42,335.53,4655.62,60.9,9.0,13.0,440.1,368.0,4446.92,48.89
35033,2013-10-30 21:30:00,0,2,44,30,10,2013,43,354.61,4452.76,57.34,9.0,14.8,437.23,397.0,4243.15,48.63
35034,2013-10-30 22:00:00,0,2,44,30,10,2013,44,374.34,4185.02,56.52,9.0,14.8,423.16,433.0,4010.51,67.23
35035,2013-10-30 22:30:00,0,2,44,30,10,2013,45,394.68,3965.19,52.86,9.0,13.0,416.85,461.0,3806.78,67.23
35036,2013-10-30 23:00:00,0,2,44,30,10,2013,46,415.16,3802.53,46.08,8.0,13.0,398.98,533.0,3665.57,47.06
35037,2013-10-30 23:30:00,0,2,44,30,10,2013,47,436.29,3711.11,40.61,9.0,11.1,407.99,638.0,3416.72,46.77
35038,2013-10-31 00:00:00,0,3,44,31,10,2013,0,533.86,3454.6,40.61,9.0,13.0,408.65,653.0,3200.36,34.59
35039,2013-10-31 00:30:00,0,3,44,31,10,2013,1,561.2,3264.29,40.38,8.0,13.0,432.69,620.0,2997.07,34.39
35040,2013-10-31 01:00:00,0,3,44,31,10,2013,2,588.9,3077.69,37.43,7.0,11.1,432.64,661.0,2903.47,31.42
35041,2013-10-31 01:30:00,0,3,44,31,10,2013,3,617.18,2994.55,37.43,7.0,9.3,443.62,683.0,2790.09,31.42
35042,2013-10-31 02:00:00,0,3,44,31,10,2013,4,646.07,2926.4,37.14,8.0,11.1,438.06,736.0,2680.96,31.13
35043,2013-10-31 02:30:00,0,3,44,31,10,2013,5,675.56,2844.3,37.14,8.0,11.1,429.88,785.0,2636.23,29.7
35044,2013-10-31 03:00:00,0,3,44,31,10,2013,6,703.84,2805.4,35.71,8.0,13.0,425.57,796.0,2575.55,29.7
35045,2013-10-31 03:30:00,0,3,44,31,10,2013,7,726.11,2795.97,35.71,9.0,20.4,420.19,866.0,2559.85,29.7
35046,2013-10-31 04:00:00,0,3,44,31,10,2013,8,748.79,2775.03,35.71,8.0,14.8,415.16,840.0,2543.2,23.39
35047,2013-10-31 04:30:00,0,3,44,31,10,2013,9,771.55,2810.48,35.71,8.0,11.1,418.8,848.0,2545.86,23.39
35048,2013-10-31 05:00:00,0,3,44,31,10,2013,10,794.26,2859.73,35.71,9.0,16.7,431.47,790.0,2615.88,29.7
35049,2013-10-31 05:30:00,0,3,44,31,10,2013,11,816.99,2905.22,35.71,9.0,18.5,437.13,818.0,2701.98,29.7
35050,2013-10-31 06:00:00,0,3,44,31,10,2013,12,839.46,3100.31,38.38,9.0,18.5,500.46,863.0,2874.1,34.62
35051,2013-10-31 06:30:00,0,3,44,31,10,2013,13,858.91,3368.36,40.16,9.0,13.0,543.54,894.0,3097.71,34.62
35052,2013-10-31 07:00:00,0,3,44,31,10,2013,14,877.97,3730.22,40.16,9.0,13.0,515.37,853.0,3439.35,47.2
35053,2013-10-31 07:30:00,0,3,44,31,10,2013,15,896.33,4026.21,46.83,10.0,24.1,463.94,852.0,3652.69,47.38
35054,2013-10-31 08:00:00,0,3,44,31,10,2013,16,913.13,4214.23,54.03,10.0,18.5,426.39,846.0,3941.76,67.97
35055,2013-10-31 08:30:00,0,3,44,31,10,2013,17,928.04,4386.97,54.03,10.0,16.7,413.97,876.0,4159.4,73.4
35056,2013-10-31 09:00:00,0,3,44,31,10,2013,18,941.4,4592.02,54.03,10.0,14.8,395.12,988.0,4293.35,73.4
35057,2013-10-31 09:30:00,0,3,44,31,10,2013,19,978.23,4741.44,54.06,10.0,20.4,375.48,952.0,4412.85,73.4
35058,2013-10-31 10:00:00,0,3,44,31,10,2013,20,1013.41,4802.6,54.06,10.0,16.7,374.7,937.0,4426.63,73.4
35059,2013-10-31 10:30:00,0,3,44,31,10,2013,21,1047.53,4853.64,54.06,10.0,11.1,372.83,926.0,4399.92,73.4
35060,2013-10-31 11:00:00,0,3,44,31,10,2013,22,1079.8,4866.95,54.06,11.0,13.0,362.69,1014.0,4427.71,73.4
35061,2013-10-31 11:30:00,0,3,44,31,10,2013,23,1109.39,4898.56,54.06,12.0,18.5,348.72,1029.0,4387.66,71.46
35062,2013-10-31 12:00:00,0,3,44,31,10,2013,24,1139.25,4880.82,54.06,12.0,25.9,347.45,1033.0,4427.9,71.01
35063,2013-10-31 12:30:00,0,3,44,31,10,2013,25,1125.86,4917.67,54.06,12.0,22.2,345.78,1026.0,4453.97,73.23
35064,2013-10-31 13:00:00,0,3,44,31,10,2013,26,1108.2,4861.84,54.06,10.0,25.9,339.51,996.0,4395.79,70.91
35065,2013-10-31 13:30:00,0,3,44,31,10,2013,27,1089.5,4768.36,54.06,12.0,16.7,335.78,970.0,4318.98,55.39
35066,2013-10-31 14:00:00,0,3,44,31,10,2013,28,1069.71,4763.89,54.06,12.0,20.4,343.38,935.0,4351.71,70.33
35067,2013-10-31 14:30:00,0,3,44,31,10,2013,29,1049.5,4752.55,54.06,11.0,24.1,360.55,935.0,4356.52,73.4
35068,2013-10-31 15:00:00,0,3,44,31,10,2013,30,1030.22,4761.83,54.06,11.0,25.9,362.01,919.0,4383.5,73.4
35069,2013-10-31 15:30:00,0,3,44,31,10,2013,31,987.44,4788.21,54.06,11.0,20.4,376.75,887.0,4430.85,73.4
35070,2013-10-31 16:00:00,0,3,44,31,10,2013,32,941.59,4825.61,54.06,11.0,20.4,379.74,897.0,4492.02,73.58
35071,2013-10-31 16:30:00,0,3,44,31,10,2013,33,893.24,4962.93,54.06,10.0,24.1,379.83,864.0,4714.22,73.58
35076,2013-10-31 19:00:00,0,3,44,31,10,2013,38,707.29,5168.03,57.19,9.0,16.7,360.23,817.0,4772.39,93.72
35077,2013-10-31 19:30:00,0,3,44,31,10,2013,39,691.64,4999.09,54.06,9.0,16.7,361.37,807.0,4618.59,93.72
35078,2013-10-31 20:00:00,0,3,44,31,10,2013,40,676.01,4845.62,54.06,8.0,14.8,384.72,777.0,4441.96,93.68
35079,2013-10-31 20:30:00,0,3,44,31,10,2013,41,660.41,4708.97,54.06,9.0,13.0,395.76,792.0,4325.22,93.68
35080,2013-10-31 21:00:00,0,3,44,31,10,2013,42,645.14,4602.47,54.06,9.0,13.0,376.88,736.0,4205.42,92.87
35081,2013-10-31 21:30:00,0,3,44,31,10,2013,43,620.07,4421.12,54.03,8.0,13.0,362.12,704.0,4034.45,79.39
35082,2013-10-31 22:00:00,0,3,44,31,10,2013,44,595.51,4208.24,46.04,7.0,13.0,379.57,645.0,3885.8,58.15
35083,2013-10-31 22:30:00,0,3,44,31,10,2013,45,571.48,3986.96,36.88,7.0,11.1,381.1,668.0,3648.57,54.86
35084,2013-10-31 23:00:00,0,3,44,31,10,2013,46,547.95,3856.48,36.88,8.0,13.0,370.7,665.0,3567.0,55.43
35085,2013-10-31 23:30:00,0,3,44,31,10,2013,47,524.24,3786.83,36.88,9.0,13.0,369.26,664.0,3381.18,55.43
35086,2013-11-01 00:00:00,0,4,44,1,11,2013,0,655.61,3351.35,36.88,8.0,13.0,416.86,638.0,3185.03,55.43
35087,2013-11-01 00:30:00,0,4,44,1,11,2013,1,615.42,3265.51,36.88,8.0,13.0,403.35,619.0,3031.93,54.86
35088,2013-11-01 01:00:00,0,4,44,1,11,2013,2,576.88,3135.66,36.88,8.0,11.1,413.97,607.0,2914.8,54.86
35089,2013-11-01 01:30:00,0,4,44,1,11,2013,3,539.79,3040.21,36.6,7.0,11.1,437.83,552.0,2821.01,54.86
35090,2013-11-01 02:00:00,0,4,44,1,11,2013,4,504.59,2994.12,36.6,7.0,7.4,435.69,531.0,2724.45,54.86
35091,2013-11-01 02:30:00,0,4,44,1,11,2013,5,471.37,2910.86,36.6,9.0,5.6,447.8,501.0,2670.74,54.58
35092,2013-11-01 03:00:00,0,4,44,1,11,2013,6,440.12,2871.74,36.6,8.0,7.4,456.74,455.0,2669.14,54.58
35093,2013-11-01 03:30:00,0,4,44,1,11,2013,7,420.83,2842.14,36.6,9.0,7.4,441.68,442.0,2656.48,54.58
35094,2013-11-01 04:00:00,0,4,44,1,11,2013,8,402.13,2839.66,36.6,9.0,1.9,449.1,412.0,2650.67,54.58
35095,2013-11-01 04:30:00,0,4,44,1,11,2013,9,384.6,2840.38,36.6,9.0,3.7,457.68,383.0,2653.81,53.47
35096,2013-11-01 05:00:00,0,4,44,1,11,2013,10,368.29,2877.95,36.88,9.0,5.6,474.76,363.0,2695.46,55.41
35097,2013-11-01 05:30:00,0,4,44,1,11,2013,11,352.67,2952.14,36.88,9.0,3.7,500.12,331.0,2768.71,55.43
35098,2013-11-01 06:00:00,0,4,44,1,11,2013,12,337.86,3134.72,37.4,9.0,3.7,558.33,337.0,2935.38,38.75
